url,title,price,location,area_m2,rooms,floor,market_type,year_built,finish,heating,rent,ownership,available_from,advertiser_type,extras,price_per_m2,elevator,building_material,window_type,building_type,energy_certificate,security_features
https://www.otodom.pl/pl/oferta/rezerwacja-mieszkanie-po-remoncie-3-pokoje-50m2-ID4wrLz,Rezerwacja !!Mieszkanie po remoncie 3 pokoje 50m2,547 000 zł,"ul.Sowińskiego 33 osiedle Paderewskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",49.5,3,5/10,wtórny,brak informacji,do zamieszkania,miejskie,663 zł,spółdzielcze wł. prawo do lokalu,brak informacji,prywatny,"balkon, piwnica, oddzielna kuchnia",11051,tak,wielka płyta,plastikowe,blok,W trakcie realizacji / Zwolnione,brak informacji
https://www.otodom.pl/pl/oferta/apartament-20-pietro-nowe-super-widok-hala-ID4rXQM,"Apartament 20 piętro, NOWE, super widok, hala.",499 000 zł,"ul. Zabrska, Śródmieście, Katowice, śląskie",36.13,2,> 10/26,pierwotny,2024,do wykończenia,miejskie,400 zł,pełna własność,brak informacji,prywatny,garaż/miejsce parkingowe,13811,tak,żelbet,aluminiowe,apartamentowiec,A+,monitoring / ochrona
https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-48-m2-ulica-kubiny-ID4wzI1,MIESZKANIE 3 POKOJE 48 m2 ulica Kubiny,473 000 zł,"ul. ks. bp. Teodora Kubiny, Śródmieście, Katowice, śląskie",48.0,3,2/4,wtórny,1970,do zamieszkania,miejskie,800 zł,spółdzielcze wł. prawo do lokalu,2025-03-23,prywatny,piwnica,9854,nie,cegła,plastikowe,blok,A,brak informacji
https://www.otodom.pl/pl/oferta/ville-garden-mieszkanie-3-pok-b-34-ID4txN0,Ville Garden | mieszkanie 3-pok. | B.34,1 753 312 zł,"ul. Studencka, Ligota-Panewniki, Katowice, śląskie",99.62,3,4/4,pierwotny,2026,do wykończenia,inne,brak informacji,pełna własność,2026-06-30,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",17600,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/prado-katowice-mieszkanie-4-pok-a3-0-01-ID4qfYy,Prado Katowice | mieszkanie 4-pok. | A3_0_01,938 790 zł,"ul. Wojska Polskiego, Piotrowice-Ochojec, Katowice, śląskie",76.95,4,parter/2,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-03-01,deweloper,"taras, ogródek, garaż/miejsce parkingowe, pom. użytkowe",12200,nie,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-75m2-loggia-bezposrednio-ID4unxz,4-pokojowe mieszkanie 75m2 + loggia Bezpośrednio,947 339 zł,"ul. ks. Piotra Skargi 1, Śródmieście, Katowice, śląskie",75.46,4,7/11,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-12-12,deweloper,garaż/miejsce parkingowe,12554,tak,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/karliczka-mieszkanie-3-pok-a-9-02-ID4uwLy,Karliczka | mieszkanie 3-pok. | A.9.02,561 540 zł,"ul. Karliczka, Giszowiec, Katowice, śląskie",53.48,3,9/9,pierwotny,brak informacji,do wykończenia,brak informacji,brak informacji,pełna własność,brak informacji,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",10500,tak,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/medykow-32-mieszkanie-2-pok-89-ID4nj2V,Medyków 32 | mieszkanie 2-pok. | 89,569 269 zł,"ul. Medyków, Ligota-Panewniki, Katowice, śląskie",41.86,2,4/4,pierwotny,2026,do wykończenia,miejskie,brak informacji,pełna własność,2026-11-15,deweloper,"balkon, garaż/miejsce parkingowe",13599,tak,brak informacji,plastikowe,apartamentowiec,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/dwupoziomowe-z-duzym-ogrodkiem-4-pokoje-ID4wyXG,Dwupoziomowe z Dużym Ogródkiem - 4 Pokoje,595 000 zł,"ul. Macieja Jargonia, Zarzecze, Katowice, śląskie",85.0,4,parter/1,pierwotny,2025,do wykończenia,gazowe,brak informacji,pełna własność,brak informacji,prywatny,"balkon, ogródek, taras, garaż/miejsce parkingowe, oddzielna kuchnia, pom. użytkowe",7000,nie,pustak,plastikowe,szeregowiec,A+,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/mieszkanie-z-kominkiem-bezposrednio-ID4wj1q,"Mieszkanie z kominkiem, bezpośrednio!!",385 000 zł,"ul. Koszalińska, Ligota-Panewniki, Katowice, śląskie",47.0,2,3/4,wtórny,1963,do zamieszkania,brak informacji,250 zł,pełna własność,brak informacji,prywatny,"balkon, piwnica, oddzielna kuchnia, pom. użytkowe",8191,nie,cegła,plastikowe,blok,B,brak informacji
https://www.otodom.pl/pl/oferta/kawalerka-na-rynku-w-katowicach-ID4wgAW,Kawalerka na RYNKU w Katowicach!,278 000 zł,"rynek Rynek, Śródmieście, Katowice, śląskie",26.5,1,4/4,wtórny,brak informacji,do wykończenia,miejskie,300 zł,pełna własność,2025-03-05,prywatny,brak informacji,10491,nie,brak informacji,brak informacji,kamienica,W trakcie realizacji / Zwolnione,monitoring / ochrona
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-86m2-balkon-bezposrednio-ID4ulIP,4-pokojowe mieszkanie 86m2 + balkon Bezpośrednio,brak informacji,"ul. gen. Władysława Sikorskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",86.9,4,7/8,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-02-15,deweloper,"balkon, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/blisko-park-slaski-silesia-2-niezalezne-pokoje-ID4wFbp,"Blisko Park Śląski, Silesia, 2 niezależne pokoje",285 000 zł,"ul. Jabłoniowa, Dąb, Katowice, śląskie",38.5,2,1/4,wtórny,brak informacji,do wykończenia,miejskie,350 zł,udział,brak informacji,biuro nieruchomości,"piwnica, oddzielna kuchnia",7403,nie,brak informacji,drewniane,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-72m2-balkon-ID4ul7b,3-pokojowe mieszkanie 72m2 + balkon,brak informacji,"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie",72.14,3,1/7,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-02-15,deweloper,"balkon, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-ogrodek-ID4u902,3-pokojowe mieszkanie 58m2 + ogródek,622 205 zł,"ul. Józefowska 23, Wełnowiec-Józefowiec, Katowice, śląskie",58.15,3,parter/10,pierwotny,2027,do wykończenia,miejskie,brak informacji,pełna własność,2027-03-30,deweloper,"ogródek, garaż/miejsce parkingowe",10700,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/top-lokalizacja-na-inwestycje-przy-rynku-katowice-ID4wgA8,Top lokalizacja na inwestycje przy Rynku Katowice!,449 000 zł,"rynek Rynek, Śródmieście, Katowice, śląskie",45.0,2,3/4,wtórny,brak informacji,do wykończenia,miejskie,300 zł,pełna własność,2025-03-05,prywatny,brak informacji,9978,nie,brak informacji,plastikowe,kamienica,W trakcie realizacji / Zwolnione,monitoring / ochrona
https://www.otodom.pl/pl/oferta/panorama-3-stawy-mieszkanie-3-pok-6-a31-ID4lBy9,Panorama 3 Stawy | mieszkanie 3-pok. | 6.A31,933 197 zł,"ul. gen. Kazimierza Pułaskiego 23, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",70.43,3,6/8,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-12-30,deweloper,"balkon, garaż/miejsce parkingowe",13250,tak,brak informacji,plastikowe,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4wFb0,1-pokojowe mieszkanie 29m2 + balkon,brak informacji,"ul. Bytkowska, Wełnowiec-Józefowiec, Katowice, śląskie",29.2,1,4/5,pierwotny,2025,do wykończenia,brak informacji,brak informacji,pełna własność,2025-03-15,deweloper,"balkon, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/blok-z-2011r-recepcja-ochrona-silownia-klima-ID4wFdl,"Blok z 2011r-recepcja,ochrona,siłownia,klima",949 999 zł,"Dąb, Katowice, śląskie",119.0,4,7/10,wtórny,2011,do zamieszkania,ID: 66651943,brak informacji,pełna własność,2025-04-15,prywatny,"balkon, garaż/miejsce parkingowe, piwnica, oddzielna kuchnia, pom. użytkowe",7983,tak,beton,aluminiowe,blok,brak informacji,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/obnizka-tylko-do-31-marca-gotowe-do-zamieszkania-ID4uRfC,Obniżka tylko do 31 marca! Gotowe do zamieszkania!,539 000 zł,"ul. Kredytowa, Załęska Hałda-Brynów, Katowice, śląskie",56.57,4,3/10,wtórny,1981,do zamieszkania,miejskie,870 zł,spółdzielcze wł. prawo do lokalu,2025-02-09,biuro nieruchomości,"balkon, piwnica",9528,tak,wielka płyta,plastikowe,blok,W trakcie realizacji / Zwolnione,brak informacji
https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-3-pok-wyposazenie-w-cenie-ID4wDF1,"Przestronne Mieszkanie 3 Pok, Wyposażenie W Cenie!",469 000 zł,"Ligota-Panewniki, Katowice, śląskie",56.0,3,5/10,wtórny,brak informacji,do zamieszkania,miejskie,brak informacji,brak informacji,brak informacji,biuro nieruchomości,"balkon, piwnica, oddzielna kuchnia",8375,tak,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/hpr/pl/oferta/ville-garden-mieszkanie-3-pok-b-34-ID4txN0,Ville Garden | mieszkanie 3-pok. | B.34,1 753 312 zł,"ul. Studencka, Ligota-Panewniki, Katowice, śląskie",99.62,3,4/4,pierwotny,2026,do wykończenia,inne,brak informacji,pełna własność,2026-06-30,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",17600,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/atrakcyjna-cena-piekne-wschody-slonca-ID4wie4,Atrakcyjna Cena! Piękne Wschody Słońca,540 000 zł,"ul. Adama Mickiewicza, Śródmieście, Katowice, śląskie",43.0,2,10/27,pierwotny,2024,brak informacji,brak informacji,0,pełna własność,2025-03-20,biuro nieruchomości,"balkon, garaż/miejsce parkingowe, pom. użytkowe",12558,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-41m-okazja-prywatnie-ID4wBdE,Mieszkanie 2-pokojowe 41m² OKAZJA prywatnie,349 000 zł,"ul. gen. Józefa Hallera, Szopienice-Burowiec, Katowice, śląskie",40.61,2,parter/4,wtórny,brak informacji,do zamieszkania,miejskie,700 zł,pełna własność,brak informacji,prywatny,"piwnica, pom. użytkowe",8594,nie,wielka płyta,plastikowe,blok,W trakcie realizacji / Zwolnione,brak informacji
https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-32m2-parking-francuska-park-ID4sP3r,Sprzedam mieszkanie 32m2 parking Francuska Park,405 000 zł,"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",32.0,1,2/7,wtórny,2022,do zamieszkania,miejskie,415 zł,pełna własność,brak informacji,prywatny,"balkon, garaż/miejsce parkingowe",12656,tak,brak informacji,plastikowe,apartamentowiec,brak informacji,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/panorama-3-stawy-mieszkanie-3-pok-4-b36-ID4lByB,Panorama 3 Stawy | mieszkanie 3-pok. | 4.B36,890 624 zł,"ul. gen. Kazimierza Pułaskiego 23, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",69.58,3,4/8,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-12-30,deweloper,"balkon, garaż/miejsce parkingowe",12800,tak,brak informacji,plastikowe,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/przestronne-3-pokoje-awf-ID4wFco,Przestronne 3 pokoje AWF !,579 000 zł,"Śródmieście, Katowice, śląskie",68.44,3,6/12,wtórny,brak informacji,do wykończenia,miejskie,brak informacji,udział,brak informacji,biuro nieruchomości,"balkon, piwnica",8460,tak,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/mieszkanie-katowice-srodmiescie-2-pokoje-balkon-ID4w6h4,mieszkanie Katowice Śródmieście 2 pokoje balkon,420 000 zł,"ul. Stanisława Fliegera, Śródmieście, Katowice, śląskie",56.1,2,10/12,wtórny,1992,do zamieszkania,miejskie,900 zł,pełna własność,brak informacji,biuro nieruchomości,balkon,7487,tak,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-2-balkony-ID4ui6t,3-pokojowe mieszkanie 57m2 + 2 balkony,brak informacji,"ul. Strażacka, Wełnowiec-Józefowiec, Katowice, śląskie",57.23,3,4/4,pierwotny,2026,do wykończenia,ID: 66324777,brak informacji,pełna własność,2026-05-05,deweloper,"balkon, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-balkonem-bez-prowizji-ID4wu8J,3 pokojowe mieszkanie z balkonem Bez Prowizji,380 000 zł,"ul. Tadeusza Boya-Żeleńskiego, Kostuchna, Katowice, śląskie",44.5,3,4/4,wtórny,1980,do zamieszkania,miejskie,615 zł,pełna własność,brak informacji,biuro nieruchomości,"balkon, garaż/miejsce parkingowe, piwnica, oddzielna kuchnia",8539,nie,wielka płyta,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/mieszkanie-koszutka-grazynskiego-bezposrednio-ID4wFaW,Mieszkanie Koszutka Grażyńskiego Bezpośrednio,300 000 zł,"ul. Michała Grażyńskiego, Koszutka, Katowice, śląskie",25.0,1,1,wtórny,brak informacji,do zamieszkania,miejskie,460 zł,brak informacji,brak informacji,prywatny,pom. użytkowe,12000,nie,cegła,plastikowe,blok,A+,teren zamknięty
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-balkon-ID4ulMC,3-pokojowe mieszkanie 61m2 + balkon,brak informacji,"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie",61.84,3,3/3,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-02-15,deweloper,"balkon, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/blisko-park-slaski-silesia-2-niezalezne-pokoje-ID4wuir,"Blisko Park Śląski, Silesia, 2 niezależne pokoje",285 000 zł,"ul. Jabłoniowa, Dąb, Katowice, śląskie",38.5,2,1/4,wtórny,brak informacji,do wykończenia,miejskie,350 zł,udział,brak informacji,biuro nieruchomości,"piwnica, oddzielna kuchnia",7403,nie,brak informacji,drewniane,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/superjednostka-piekny-widok-balkon-centrum-ID4wlGr,"Superjednostka, piękny widok, balkon, centrum",379 000 zł,"Koszutka, Katowice, śląskie",47.4,2,> 10/15,wtórny,brak informacji,do zamieszkania,inne,1 000 zł,pełna własność,brak informacji,biuro nieruchomości,balkon,7996,tak,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/katowice-paderewskiego-sikorskiego-ogrodek-30m2-ID4wFaF,Katowice Paderewskiego Sikorskiego Ogródek 30m2,490 792 zł,"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",39.68,2,parter/4,wtórny,2025,do zamieszkania,miejskie,350 zł,brak informacji,brak informacji,biuro nieruchomości,"balkon, garaż/miejsce parkingowe",12369,tak,inny,brak informacji,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/pieknie-wykonczone-wyposazone-meble-agd-sloneczne-ID4wAEI,"Pięknie wykończone wyposażone, meble AGD słoneczne",819 000 zł,"Dąb, Katowice, śląskie",63.0,3,9/14,wtórny,2024,do zamieszkania,miejskie,brak informacji,pełna własność,brak informacji,biuro nieruchomości,"balkon, garaż/miejsce parkingowe, pom. użytkowe",13000,tak,brak informacji,plastikowe,apartamentowiec,brak informacji,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/mozliwosc-4-pokoi-komorka-przy-zjezdzie-z-sredni-ID4wcEX,Możliwość 4 pokoi/ komórka- przy zjeździe z średni,259 900 zł,"Śródmieście, Katowice, śląskie",43.5,3,1/4,wtórny,1978,do wykończenia,miejskie,brak informacji,spółdzielcze wł. prawo do lokalu,brak informacji,prywatny,"balkon, piwnica, oddzielna kuchnia, pom. użytkowe",5975,nie,beton,plastikowe,blok,B,brak informacji
https://www.otodom.pl/pl/oferta/mieszkanie-w-samym-centrum-katowic-ID4uvDE,Mieszkanie W Samym Centrum Katowic,360 000 zł,"Aleja Wojciecha Korfantego, Koszutka, Katowice, śląskie",46.4,2,9/15,wtórny,1970,do remontu,miejskie,788 zł,brak informacji,brak informacji,biuro nieruchomości,balkon,7759,tak,wielka płyta,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/open-space-147-69-mkw-projekt-tomasza-koniora-ID4qTpo,"Open Space 147,69 mkw | Projekt Tomasza Koniora",brak informacji,"ul. Konstantego Damrota 26, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",147.69,4,2/10,pierwotny,2025,do wykończenia,miejskie,brak informacji,pełna własność,brak informacji,deweloper,"taras, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,plastikowe,apartamentowiec,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/2-pokojowe-39-65-m2-balkon-przy-parku-slaskim-ID4wBy8,"2-pokojowe 39,65 m2 | balkon | przy Parku Śląskim",455 000 zł,"Bytkowska 70 B, Wełnowiec-Józefowiec, Katowice, śląskie",39.65,2,1/4,wtórny,2024,do wykończenia,miejskie,brak informacji,pełna własność,brak informacji,biuro nieruchomości,"balkon, garaż/miejsce parkingowe",11475,tak,brak informacji,plastikowe,apartamentowiec,A+,teren zamknięty
https://www.otodom.pl/pl/oferta/4-niezalezne-pokoje-budynek-po-termo-ID4wB0C,"4 Niezależne Pokoje, Budynek Po Termo",529 000 zł,"Piotrowice-Ochojec, Katowice, śląskie",75.2,4,7/11,wtórny,brak informacji,do zamieszkania,miejskie,brak informacji,brak informacji,brak informacji,biuro nieruchomości,"balkon, piwnica, oddzielna kuchnia",7035,tak,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/2-pokojowe-37-69-m2-balkon-zielona-okolica-ID4wBzN,"2-pokojowe 37,69 m2 | balkon | zielona okolica |",430 000 zł,"ul. Ostrawska 3, Ligota-Panewniki, Katowice, śląskie",37.69,2,2/5,wtórny,2024,do wykończenia,kotłownia,brak informacji,pełna własność,2025-03-25,biuro nieruchomości,balkon,11409,tak,brak informacji,plastikowe,apartamentowiec,A+,teren zamknięty
https://www.otodom.pl/pl/oferta/okazja-2-pokoje-balkon-ID4wF8U,OKAZJA | 2 pokoje | balkon,327 000 zł,"Janów-Nikiszowiec, Katowice, śląskie",47.0,2,2/4,wtórny,brak informacji,do wykończenia,miejskie,800 zł,brak informacji,brak informacji,biuro nieruchomości,"balkon, piwnica",6957,nie,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/nowa-kawalerka-wykonczona-park-slaski-silesia-cc-ID4wF88,Nowa Kawalerka/Wykończona/Park Śląski/Silesia CC,428 100 zł,"Dąb, Katowice, śląskie",35.57,1,2/4,pierwotny,2024,do zamieszkania,miejskie,350 zł,pełna własność,2025-03-02,biuro nieruchomości,garaż/miejsce parkingowe,12035,tak,inny,plastikowe,apartamentowiec,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/nowe-3-pok-wykonczone-w-klasie-premium-przy-parku-ID4wF87,Nowe 3 pok/Wykończone w klasie Premium/Przy Parku,777 450 zł,"Dąb, Katowice, śląskie",52.73,3,1/4,pierwotny,2024,do zamieszkania,miejskie,380 zł,pełna własność,2025-03-01,biuro nieruchomości,"taras, garaż/miejsce parkingowe",14744,tak,inny,plastikowe,apartamentowiec,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/3-pokoje-62-46m2-niski-blok-osiedle-odrodzenia-ID4wF7K,"3 pokoje-62,46m2 - Niski Blok - Osiedle Odrodzenia",499 000 zł,"ul. Stanisława Łętowskiego, Piotrowice-Ochojec, Katowice, śląskie",62.46,3,3/3,wtórny,1980,do remontu,miejskie,1 000 zł,pełna własność,brak informacji,biuro nieruchomości,"balkon, piwnica, oddzielna kuchnia",7989,nie,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/mieszkanie-216-67-m-katowice-ID4wF51,"Mieszkanie, 216,67 m², Katowice",4 750 000 zł,"NOHO luksusowy apartament!, Bogucice, Katowice, śląskie",216.67,6,9/11,wtórny,2024,do wykończenia,miejskie,brak informacji,brak informacji,brak informacji,biuro nieruchomości,"balkon, taras, garaż/miejsce parkingowe, oddzielna kuchnia",21923,tak,inny,brak informacji,apartamentowiec,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/ville-garden-mieszkanie-3-pok-c-01-ID4txNe,Ville Garden | mieszkanie 3-pok. | C.01,1 091 128 zł,"ul. Studencka, Ligota-Panewniki, Katowice, śląskie",76.84,3,parter/4,pierwotny,2026,do wykończenia,inne,brak informacji,pełna własność,2026-06-30,deweloper,"taras, ogródek, garaż/miejsce parkingowe, pom. użytkowe",14200,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/medykow-32-mieszkanie-4-pok-49-ID4nj2i,Medyków 32 | mieszkanie 4-pok. | 49,921 312 zł,"ul. Medyków, Ligota-Panewniki, Katowice, śląskie",82.26,4,2/4,pierwotny,2026,do wykończenia,miejskie,brak informacji,pełna własność,2026-11-15,deweloper,"balkon, garaż/miejsce parkingowe",11200,tak,brak informacji,plastikowe,apartamentowiec,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/nowe-2-pok-wykonczone-pod-klucz-park-slaski-ID4wF3N,Nowe 2 pok/Wykończone Pod Klucz/Park Śląski,606 400 zł,"Dąb, Katowice, śląskie",39.64,2,parter/4,pierwotny,2025,do zamieszkania,miejskie,360 zł,pełna własność,2025-03-02,biuro nieruchomości,"taras, ogródek, garaż/miejsce parkingowe",15298,tak,inny,plastikowe,apartamentowiec,brak informacji,monitoring / ochrona
https://www.otodom.pl/hpr/pl/oferta/panorama-3-stawy-mieszkanie-3-pok-4-b36-ID4lByB,Panorama 3 Stawy | mieszkanie 3-pok. | 4.B36,890 624 zł,"ul. gen. Kazimierza Pułaskiego 23, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",69.58,3,4/8,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-12-30,deweloper,"balkon, garaż/miejsce parkingowe",12800,tak,brak informacji,plastikowe,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-ul-tysiaclecia-6-katowice-ID4ur8j,Sprzedam kawalerkę ul. Tysiąclecia 6 Katowice,289 000 zł,"ul. Tysiąclecia, Osiedle Tysiąclecia, Katowice, śląskie",27.4,1,4,wtórny,brak informacji,do zamieszkania,miejskie,"366,35 zł",pełna własność,brak informacji,biuro nieruchomości,"balkon, piwnica, oddzielna kuchnia",10547,tak,brak informacji,plastikowe,blok,W trakcie realizacji / Zwolnione,monitoring / ochrona
https://www.otodom.pl/pl/oferta/mieszkanie-na-franciszkanskim-komorka-ogrodek-ID4uvr2,Mieszkanie na Franciszkańskim + komórka + ogródek!,894 000 zł,"ul. Braci Mniejszych 7A, Ligota-Panewniki, Katowice, śląskie",71.76,3,parter/5,wtórny,2018,do zamieszkania,miejskie,920 zł,pełna własność,brak informacji,prywatny,"ogródek, taras, oddzielna kuchnia, pom. użytkowe",12458,tak,brak informacji,plastikowe,blok,W trakcie realizacji / Zwolnione,monitoring / ochrona
https://www.otodom.pl/pl/oferta/katowice-park-bazantow-ul-bazantow-2-pokoje-48m-ID4usC6,Katowice Park Bażantów ul. Bażantów - 2 pokoje 48m,699 000 zł,"ul. Bażantów, Piotrowice-Ochojec, Katowice, śląskie",48.0,2,parter/4,wtórny,2021,do zamieszkania,miejskie,600 zł,pełna własność,brak informacji,prywatny,"ogródek, taras, garaż/miejsce parkingowe",14563,tak,cegła,plastikowe,blok,A+,teren zamknięty
https://www.otodom.pl/pl/oferta/mieszkanie-127-85-m-katowice-ID4wrOO,"Mieszkanie, 127,85 m², Katowice",960 000 zł,"ul. Mikołaja Kopernika, Śródmieście, Katowice, śląskie",127.85,4,1/4,wtórny,1910,do wykończenia,brak informacji,brak informacji,pełna własność,brak informacji,biuro nieruchomości,balkon,7509,nie,cegła,plastikowe,kamienica,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/rodzinne-4-pokoje-przy-parku-slaskim-i-hala-garazo-ID4wsDg,Rodzinne 4 pokoje przy Parku Śląskim I Hala garażo,782 595 zł,"Wełnowiec-Józefowiec, Katowice, śląskie",84.15,4,1/6,pierwotny,2024,do wykończenia,miejskie,brak informacji,brak informacji,brak informacji,biuro nieruchomości,garaż/miejsce parkingowe,9300,tak,brak informacji,brak informacji,apartamentowiec,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/nowe-2-pok-ogrodek-wykonczone-przy-parku-ID4wF3m,Nowe 2 Pok.+Ogródek/Wykończone/Przy Parku,466 590 zł,"Dąb, Katowice, śląskie",30.9,2,parter/4,pierwotny,2024,do zamieszkania,miejskie,350 zł,pełna własność,2025-03-01,biuro nieruchomości,"taras, ogródek, garaż/miejsce parkingowe",15100,tak,inny,plastikowe,apartamentowiec,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/przestronne-ciche-mieszkanie-welnowiec-jozefowiec-ID4uIwI,Przestronne ciche mieszkanie -Wełnowiec Józefowiec,340 000 zł,"ul. Modelarska, Wełnowiec-Józefowiec, Katowice, śląskie",53.1,2,4/4,wtórny,brak informacji,brak informacji,miejskie,582 zł,pełna własność,brak informacji,biuro nieruchomości,"balkon, piwnica",6403,nie,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-w-centrum-super-inwestycja-ID4uzhN,Wyjątkowe mieszkanie w centrum - super inwestycja,400 000 zł,"ul. Juliusza Słowackiego, Śródmieście, Katowice, śląskie",42.1,2,parter/4,wtórny,brak informacji,brak informacji,miejskie,880 zł,pełna własność,brak informacji,biuro nieruchomości,brak informacji,9501,nie,cegła,plastikowe,kamienica,brak informacji,brak informacji
