url,title,price,location,area_m2,rooms,floor,market_type,year_built,finish,heating,rent,ownership,available_from,advertiser_type,extras,price_per_m2,elevator,building_material,window_type,building_type,energy_certificate,security_features
https://www.otodom.pl/pl/oferta/sprzedam-3-pokoje-os-tysiaclecia-katowice-ID4wCXH,#Sprzedam 3-pokoje / Os. Tysiąclecia - Katowice,399 900 zł,"Śródmieście, Katowice, śląskie",49.5,3,10/13,wtórny,brak informacji,brak informacji,brak informacji,700 zł,pełna własność,brak informacji,biuro nieruchomości,"balkon, garaż/miejsce parkingowe, oddzielna kuchnia, pom. użytkowe",8079,tak,brak informacji,brak informacji,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-68m2-taras-bez-posrednikow-ID4u91p,3-pokojowe mieszkanie 68m2 + taras Bez Pośredników,925 695 zł,"ul. Józefowska 23, Wełnowiec-Józefowiec, Katowice, śląskie",68.57,3,10/10,pierwotny,2027,do wykończenia,miejskie,brak informacji,pełna własność,2027-03-30,deweloper,"taras, garaż/miejsce parkingowe",13500,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-48m2-balkon-bez-prowizji-ID4u8Rq,3-pokojowe mieszkanie 48m2 + balkon Bez Prowizji,brak informacji,"ul. Jasna, Dąb, Katowice, śląskie",48.34,3,1/4,pierwotny,2025,do wykończenia,brak informacji,brak informacji,pełna własność,2025-08-15,deweloper,"balkon, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-witosa-49m2-2-pokoje-ID4wlGx,✅Mieszkanie na Osiedlu Witosa 49m2. 2 pokoje.,345 000 zł,"ul. Wincentego Witosa, Osiedle Witosa, Katowice, śląskie",49.0,2,3/6,wtórny,1980,do wykończenia,miejskie,780 zł,spółdzielcze wł. prawo do lokalu,2025-03-11,prywatny,"balkon, piwnica, oddzielna kuchnia",7041,nie,cegła,plastikowe,blok,A+,brak informacji
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-72m2-balkon-ID4ulIT,3-pokojowe mieszkanie 72m2 + balkon,brak informacji,"ul. gen. Władysława Sikorskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",72.63,3,1/8,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-02-15,deweloper,"balkon, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-73m2-balkon-bezposrednio-ID4uhky,4-pokojowe mieszkanie 73m2 + balkon Bezpośrednio,745 582 zł,"ul. Bytkowska, Wełnowiec-Józefowiec, Katowice, śląskie",73.82,4,1/5,pierwotny,2025,do wykończenia,brak informacji,brak informacji,pełna własność,2025-03-15,deweloper,"balkon, garaż/miejsce parkingowe",10100,tak,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/4-pokojowy-apartament-1-km-od-katowickiego-rynku-ID4wrvf,4- pokojowy apartament 1 km od katowickiego Rynku!,804 900 zł,"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",80.49,4,3/4,pierwotny,brak informacji,do wykończenia,miejskie,brak informacji,brak informacji,brak informacji,biuro nieruchomości,garaż/miejsce parkingowe,10000,tak,inny,plastikowe,apartamentowiec,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/nowy-wykonczony-2-pokojowy-apartament-premium-ID4wvCc,"Nowy, wykończony 2-pokojowy apartament Premium!",599 000 zł,"Koszutka, Katowice, śląskie",43.0,2,> 10/14,wtórny,2024,do zamieszkania,miejskie,brak informacji,pełna własność,brak informacji,biuro nieruchomości,garaż/miejsce parkingowe,13930,tak,beton,plastikowe,apartamentowiec,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/ville-garden-mieszkanie-4-pok-c-30-ID4txNA,Ville Garden | mieszkanie 4-pok. | C.30,1 748 384 zł,"ul. Studencka, Ligota-Panewniki, Katowice, śląskie",99.34,4,4/4,pierwotny,2026,do wykończenia,inne,brak informacji,pełna własność,2026-06-30,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",17600,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/panorama-3-stawy-mieszkanie-4-pok-7-b67-ID4lByQ,Panorama 3 Stawy | mieszkanie 4-pok. | 7.B67,1 310 775 zł,"ul. gen. Kazimierza Pułaskiego 23, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",91.47,4,7/8,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-12-30,deweloper,"balkon, garaż/miejsce parkingowe",14330,tak,brak informacji,plastikowe,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/hpr/pl/oferta/kameralny-apartamentowiec-w-katowicach-panewnikach-ID4uUHC,Kameralny apartamentowiec w Katowicach Panewnikach,695 311 zł,"Ligota-Panewniki, Katowice, śląskie",63.79,3,parter/2,pierwotny,2026,do wykończenia,gazowe,brak informacji,pełna własność,brak informacji,prywatny,"balkon, garaż/miejsce parkingowe, pom. użytkowe",10900,tak,silikat,plastikowe,apartamentowiec,W trakcie realizacji / Zwolnione,teren zamknięty
https://www.otodom.pl/pl/oferta/mieszkanie-katowice-ul-korfantego-faktura-vat-ID4wwZK,Mieszkanie Katowice ul. Korfantego - Faktura VAT,1 060 000 zł,"al. Wojciecha Korfantego, Wełnowiec-Józefowiec, Katowice, śląskie",120.69,4,brak informacji,pierwotny,2024,do wykończenia,miejskie,1 500 zł,pełna własność,brak informacji,prywatny,"balkon, garaż/miejsce parkingowe",8783,nie,silikat,plastikowe,apartamentowiec,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/k-ce-dab-ul-sciegiennego-46-m2-3-pokoje-piwnica-ID4wjrk,"K-ce Dąb ul. Ściegiennego,46 m2, 3 pokoje, piwnica",418 000 zł,"ul. ks. Piotra Ściegiennego, Dąb, Katowice, śląskie",46.53,3,4/4,wtórny,1972,do zamieszkania,miejskie,752 zł,spółdzielcze wł. prawo do lokalu,brak informacji,prywatny,"garaż/miejsce parkingowe, piwnica, oddzielna kuchnia",8983,nie,brak informacji,plastikowe,blok,W trakcie realizacji / Zwolnione,brak informacji
https://www.otodom.pl/pl/oferta/medykow-32-mieszkanie-2-pok-15-ID4nj1M,Medyków 32 | mieszkanie 2-pok. | 15,474 696 zł,"ul. Medyków, Ligota-Panewniki, Katowice, śląskie",41.64,2,parter/4,pierwotny,2026,do wykończenia,miejskie,brak informacji,pełna własność,2026-11-15,deweloper,"taras, ogródek, garaż/miejsce parkingowe",11400,tak,brak informacji,plastikowe,apartamentowiec,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/800-metrow-od-spodka-z-klimatyzacja-wykonczone-ID4wtIj,"800 metrów od Spodka, z klimatyzacją, wykończone",668 000 zł,"al. Wojciecha Korfantego, Koszutka, Katowice, śląskie",51.42,2,8/14,wtórny,2024,do zamieszkania,ID: 66607735,800 zł,pełna własność,brak informacji,biuro nieruchomości,"balkon, taras, garaż/miejsce parkingowe, piwnica",12991,tak,beton,plastikowe,apartamentowiec,brak informacji,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-67m2-2-ogrodki-ID4ufV6,4-pokojowe mieszkanie 67m2 + 2 ogródki,684 828 zł,"ul. Złota, Dąb, Katowice, śląskie",67.14,4,parter/4,pierwotny,2024,do wykończenia,brak informacji,brak informacji,pełna własność,2024-03-30,deweloper,"ogródek, garaż/miejsce parkingowe",10200,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-81m2-2-ogrodki-ID4ul6I,4-pokojowe mieszkanie 81m2 + 2 ogródki,brak informacji,"ul. Ceglana, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie",81.84,4,parter/7,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-02-15,deweloper,"ogródek, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/okazja-ostatnie-mieszkania-3-pokojowe-koszutka-ID4wCL8,Okazja ostatnie mieszkania 3 pokojowe Koszutka,699 814 zł,"Koszutka, Katowice, śląskie",72.9,3,2/4,pierwotny,2024,do wykończenia,miejskie,350 zł,brak informacji,brak informacji,biuro nieruchomości,balkon,9600,tak,beton,brak informacji,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/daszynskiego-park-c23-ID4eMsT,Daszyńskiego Park | C23,brak informacji,"ul. Ignacego Daszyńskiego, Wełnowiec-Józefowiec, Katowice, śląskie",75.88,4,1/3,pierwotny,2023,do wykończenia,brak informacji,brak informacji,pełna własność,2023-10-30,deweloper,"balkon, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-z-ogrodkiem-ID4woCa,Sprzedam mieszkanie z OGRÓDKIEM!,568 000 zł,"ul. Szopienicka, Janów-Nikiszowiec, Katowice, śląskie",81.26,3,parter/1,wtórny,brak informacji,do wykończenia,elektryczne,brak informacji,pełna własność,brak informacji,biuro nieruchomości,"ogródek, taras, piwnica, oddzielna kuchnia, pom. użytkowe",6990,nie,cegła,plastikowe,szeregowiec,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/ville-garden-mieszkanie-4-pok-b-32-ID4txNK,Ville Garden | mieszkanie 4-pok. | B.32,1 901 424 zł,"ul. Studencka, Ligota-Panewniki, Katowice, śląskie",113.18,4,4/4,pierwotny,2026,do wykończenia,inne,brak informacji,pełna własność,2026-06-30,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",16800,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/belg-apartamenty-mieszkanie-2-pok-b-0-03-ID4t5Ue,Belg Apartamenty | mieszkanie 2-pok. | B.0.03,brak informacji,"ul. Przemysłowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",38.41,2,parter/4,pierwotny,2025,do wykończenia,inne,brak informacji,pełna własność,2025-03-30,deweloper,"ogródek, garaż/miejsce parkingowe, pom. użytkowe",brak informacji,tak,brak informacji,plastikowe,apartamentowiec,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/rezerwacja-damrota-garden-apartament-4-pok-70-ID4osfO,Rezerwacja -Damrota Garden | apartament 4-pok. |70,2 199 000 zł,"ul. Konstantego Damrota 26, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",157.14,4,8/10,pierwotny,2025,do wykończenia,brak informacji,brak informacji,pełna własność,brak informacji,deweloper,brak informacji,13994,tak,brak informacji,brak informacji,apartamentowiec,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/paderewskiego-29-mieszkanie-3-pok-a-m92-ID4rFz0,Paderewskiego 29 | mieszkanie 3-pok. | A_M92,747 355 zł,"ul. Ignacego Paderewskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",57.05,3,6/8,pierwotny,2026,do wykończenia,inne,brak informacji,pełna własność,2026-09-30,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",13100,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/semiramis-mieszkanie-4-pok-152-ID4w41k,Semiramis | mieszkanie 4-pok. | 152,3 793 795 zł,"ul. Wiertnicza, Bogucice, Katowice, śląskie",205.07,4,9/9,pierwotny,2027,do wykończenia,inne,brak informacji,pełna własność,2027-09-30,deweloper,"garaż/miejsce parkingowe, pom. użytkowe",18500,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/global-apartments-apartment-b-23-01-ID4u8w9,Global Apartments | apartment B.23.01,brak informacji,"ul. Zabrska, Śródmieście, Katowice, śląskie",46.19,2,> 10/26,pierwotny,2023,do wykończenia,brak informacji,brak informacji,pełna własność,2023-05-10,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",brak informacji,tak,brak informacji,brak informacji,apartamentowiec,brak informacji,monitoring / ochrona
https://www.otodom.pl/hpr/pl/oferta/panorama-3-stawy-mieszkanie-4-pok-7-b67-ID4lByQ,Panorama 3 Stawy | mieszkanie 4-pok. | 7.B67,1 310 775 zł,"ul. gen. Kazimierza Pułaskiego 23, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",91.47,4,7/8,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-12-30,deweloper,"balkon, garaż/miejsce parkingowe",14330,tak,brak informacji,plastikowe,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-w-katowicach-po-remoncie-ID4wqqO,Trzypokojowe mieszkanie w Katowicach po remoncie,520 000 zł,"Śródmieście, Katowice, śląskie",57.0,3,parter/5,wtórny,brak informacji,do zamieszkania,miejskie,650 zł,pełna własność,brak informacji,prywatny,"balkon, piwnica",9123,nie,brak informacji,plastikowe,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-wlasnosciowe-super-lokalizacja-ID4wve6,Sprzedam mieszkanie własnościowe super lokalizacja,800 000 zł,"Ligota-Panewniki, Katowice, śląskie",71.16,3,1/2,wtórny,brak informacji,do zamieszkania,gazowe,600 zł,pełna własność,brak informacji,prywatny,"balkon, garaż/miejsce parkingowe, piwnica, pom. użytkowe",11242,nie,cegła,plastikowe,kamienica,W trakcie realizacji / Zwolnione,brak informacji
https://www.otodom.pl/pl/oferta/daszynskiego-park-c19-ID4eMuM,Daszyńskiego Park | C19,brak informacji,"ul. Ignacego Daszyńskiego, Wełnowiec-Józefowiec, Katowice, śląskie",62.57,3,1/3,pierwotny,2023,do wykończenia,brak informacji,brak informacji,pełna własność,2023-10-30,deweloper,"balkon, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/korczaka-apartamenty-2-pok-p-ii-04-ID4useV,Korczaka Apartamenty | 2-pok. | P.II.04,350 816 zł,"ul. Doktora Janusza Korczaka, Szopienice-Burowiec, Katowice, śląskie",30.01,2,1/3,pierwotny,brak informacji,do wykończenia,brak informacji,brak informacji,pełna własność,brak informacji,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",11690,tak,brak informacji,brak informacji,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/panorama-3-stawy-mieszkanie-2-pok-6-a34-ID4lByb,Panorama 3 Stawy | mieszkanie 2-pok. | 6.A34,665 241 zł,"ul. gen. Kazimierza Pułaskiego 23, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",51.37,2,6/8,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-12-30,deweloper,"balkon, garaż/miejsce parkingowe",12950,tak,brak informacji,plastikowe,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-ID4tquc,Dwupoziomowy apartament !,1 187 595 zł,"ul. Szybowcowa, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",114.05,4,9/9,pierwotny,brak informacji,do wykończenia,miejskie,brak informacji,brak informacji,brak informacji,deweloper,"balkon, taras",10413,nie,pustak,plastikowe,apartamentowiec,brak informacji,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/apartament-a2-84-m2-z-ogrodem-139m2-ID4uP9L,Apartament A2 84 m2 z ogrodem 139m2.,brak informacji,"ul. Konwalii, Podlesie, Katowice, śląskie",84.0,4,1/1,pierwotny,2025,do wykończenia,inne,brak informacji,pełna własność,brak informacji,deweloper,"ogródek, taras, garaż/miejsce parkingowe",brak informacji,nie,brak informacji,brak informacji,dom wolnostojący,W trakcie realizacji / Zwolnione,teren zamknięty
https://www.otodom.pl/pl/oferta/scisle-centrum-katowic-panorama-miasta-ID4puER,* Ścisłe Centrum Katowic * Panorama Miasta *,659 000 zł,"ul. Stefana Batorego, Śródmieście, Katowice, śląskie",140.77,4,5/5,wtórny,1937,do wykończenia,gazowe,900 zł,pełna własność,brak informacji,biuro nieruchomości,oddzielna kuchnia,4681,nie,cegła,plastikowe,kamienica,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/kawalerki-francuska-wojewodzka-ID4tfuh,Kawalerki Francuska/Wojewódzka,156 247 zł,"Śródmieście, Katowice, śląskie",15.47,1,1/8,wtórny,brak informacji,do remontu,brak informacji,brak informacji,brak informacji,brak informacji,biuro nieruchomości,brak informacji,10100,nie,brak informacji,brak informacji,blok,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/3-pokoje-z-tarasem-w-otoczeniu-zieleni-ID4sVPK,3 pokoje z tarasem w otoczeniu zieleni.,920 000 zł,"ul. Piotrowicka, Ligota-Panewniki, Katowice, śląskie",80.0,3,1/3,wtórny,2011,do zamieszkania,gazowe,600 zł,pełna własność,brak informacji,prywatny,"balkon, taras, garaż/miejsce parkingowe, piwnica, pom. użytkowe",11500,nie,pustak,drewniane,apartamentowiec,W trakcie realizacji / Zwolnione,monitoring / ochrona
https://www.otodom.pl/pl/oferta/mieszkanie-51m2-z-garazem-i-komorka-lokatorska-ID4wgQi,Mieszkanie 51m2 z garażem i komórką lokatorską,690 000 zł,"ul. Meteorologów 37, Brynów-Osiedle Zgrzebnioka, Katowice, śląskie",51.0,3,parter/4,wtórny,2022,do zamieszkania,miejskie,600 zł,pełna własność,brak informacji,prywatny,"ogródek, garaż/miejsce parkingowe",13529,tak,brak informacji,brak informacji,blok,brak informacji,monitoring / ochrona
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-81m2-balkon-bez-prowizji-ID4ulHI,4-pokojowe mieszkanie 81m2 + balkon Bez Prowizji,brak informacji,"ul. gen. Władysława Sikorskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",81.63,4,4/8,pierwotny,2026,do wykończenia,brak informacji,brak informacji,pełna własność,2026-02-15,deweloper,"balkon, garaż/miejsce parkingowe",brak informacji,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/osiedle-ptasie-garaz-komorka-widok-na-zielen-ID4weVC,Osiedle Ptasie Garaż Komórka Widok na zieleń,1 250 000 zł,"Brynów-Osiedle Zgrzebnioka, Katowice, śląskie",123.2,4,,wtórny,2000,do zamieszkania,miejskie,brak informacji,pełna własność,brak informacji,biuro nieruchomości,"balkon, garaż/miejsce parkingowe, piwnica, pom. użytkowe",10146,nie,brak informacji,plastikowe,apartamentowiec,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/bezposrednio-sprzedam-mieszkanie-5-pok-katowice-ID4wBd8,Bezpośrednio sprzedam mieszkanie 5 pok. KATOWICE,520 000 zł,"Załęże, Katowice, śląskie",85.0,5,2,wtórny,brak informacji,do zamieszkania,kotłownia,700 zł,pełna własność,2025-03-25,prywatny,"piwnica, oddzielna kuchnia",6118,nie,brak informacji,plastikowe,kamienica,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-67m2-balkon-bezposrednio-ID4uhlF,3-pokojowe mieszkanie 67m2 + balkon Bezpośrednio,697 825 zł,"ul. Bytkowska, Wełnowiec-Józefowiec, Katowice, śląskie",67.75,3,1/5,pierwotny,2025,do wykończenia,brak informacji,brak informacji,pełna własność,2025-03-15,deweloper,"balkon, garaż/miejsce parkingowe",10300,tak,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-116m2-loggia-ID4u912,5-pokojowe mieszkanie 116m2 + loggia,1 541 364 zł,"ul. Józefowska 23, Wełnowiec-Józefowiec, Katowice, śląskie",116.77,5,10/10,pierwotny,2027,do wykończenia,miejskie,brak informacji,pełna własność,2027-03-30,deweloper,garaż/miejsce parkingowe,13200,tak,brak informacji,brak informacji,brak informacji,brak informacji,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-przy-ulicy-poniatowskiego-ID4wiTa,Słoneczne mieszkanie przy ulicy Poniatowskiego,349 000 zł,"ul. Księcia Józefa Poniatowskiego, Śródmieście, Katowice, śląskie",30.0,2,2/2,wtórny,brak informacji,do zamieszkania,inne,brak informacji,pełna własność,brak informacji,biuro nieruchomości,pom. użytkowe,11633,nie,brak informacji,plastikowe,kamienica,W trakcie realizacji / Zwolnione,brak informacji
https://www.otodom.pl/pl/oferta/kawalerka-w-dobrym-miejscu-z-swietnym-widokiem-ID4wCDL,Kawalerka w dobrym miejscu z świetnym widokiem,215 000 zł,"ul. ks. bp. Arkadiusza Lisieckiego, Śródmieście, Katowice, śląskie",22.26,1,6/8,wtórny,1980,do zamieszkania,miejskie,600 zł,pełna własność,brak informacji,biuro nieruchomości,"piwnica, oddzielna kuchnia",9659,tak,wielka płyta,plastikowe,blok,W trakcie realizacji / Zwolnione,brak informacji
https://www.otodom.pl/pl/oferta/apartament-79-m2-debowe-tarasy-ID4wCCY,Apartament 79 m2 Dębowe Tarasy,960 000 zł,"ul. Johna Baildona, Dąb, Katowice, śląskie",79.0,3,4/10,wtórny,2015,do zamieszkania,miejskie,brak informacji,pełna własność,brak informacji,prywatny,"balkon, pom. użytkowe",12152,nie,brak informacji,plastikowe,apartamentowiec,brak informacji,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/ville-garden-mieszkanie-4-pok-a-34-ID4txNn,Ville Garden | mieszkanie 4-pok. | A.34,1 886 850 zł,"ul. Studencka, Ligota-Panewniki, Katowice, śląskie",107.82,4,4/4,pierwotny,2026,do wykończenia,inne,brak informacji,pełna własność,2026-06-30,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",17500,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/hpr/pl/oferta/semiramis-mieszkanie-4-pok-152-ID4w41k,Semiramis | mieszkanie 4-pok. | 152,3 793 795 zł,"ul. Wiertnicza, Bogucice, Katowice, śląskie",205.07,4,9/9,pierwotny,2027,do wykończenia,inne,brak informacji,pełna własność,2027-09-30,deweloper,"garaż/miejsce parkingowe, pom. użytkowe",18500,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/4-pokojowe-nowe-tysiaclecie-wyposazenie-balkon-ID4wzCY,4-pokojowe Nowe Tysiąclecie wyposażenie balkon,839 000 zł,"Nowe Tysiąclecie, Osiedle Tysiąclecia, Katowice, śląskie",61.5,4,4/16,wtórny,2017,do zamieszkania,miejskie,brak informacji,pełna własność,brak informacji,prywatny,"balkon, garaż/miejsce parkingowe, pom. użytkowe",13642,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty monitoring / ochrona
https://www.otodom.pl/pl/oferta/ligocka-brynow-po-remoncie-sprzety-agd-ID4wm41,⭐️ Ligocka - Brynów | Po remoncie | Sprzęty AGD ⭐️,469 900 zł,"ul. Ligocka, Załęska Hałda-Brynów, Katowice, śląskie",48.0,2,9/10,wtórny,1970,do zamieszkania,miejskie,brak informacji,brak informacji,brak informacji,biuro nieruchomości,"balkon, piwnica",9790,tak,wielka płyta,plastikowe,blok,W trakcie realizacji / Zwolnione,brak informacji
https://www.otodom.pl/pl/oferta/ville-garden-mieszkanie-1-pok-b-09-ID4txMB,Ville Garden | mieszkanie 1-pok. | B.09,413 646 zł,"ul. Studencka, Ligota-Panewniki, Katowice, śląskie",29.13,1,1/4,pierwotny,2026,do wykończenia,inne,brak informacji,pełna własność,2026-06-30,deweloper,"balkon, garaż/miejsce parkingowe, pom. użytkowe",14200,tak,brak informacji,plastikowe,blok,brak informacji,teren zamknięty
https://www.otodom.pl/pl/oferta/gotowy-dom-98m-dzialka-215m-podlesie-bez-pcc-ID4wCBh,⭐Gotowy Dom 98M² + Działka 215M² /Podlesie/Bez Pcc,749 914 zł,"Podlesie, Katowice, śląskie",98.6,4,1/1,wtórny,2024,do wykończenia,brak informacji,0,brak informacji,2024-08-01,biuro nieruchomości,"balkon, ogródek, garaż/miejsce parkingowe",7606,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/ostatnie-m3-z-ogrodkiem-os-paderewskiego-ID4wCBg,⭐Ostatnie! M3 Z Ogródkiem - Os. Paderewskiego⭐,681 543 zł,"Śródmieście, Katowice, śląskie",55.41,3,parter/4,pierwotny,brak informacji,do wykończenia,brak informacji,0,brak informacji,brak informacji,biuro nieruchomości,"ogródek, garaż/miejsce parkingowe, pom. użytkowe",12300,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/katowice-dab-kawalerka-38-5-m-balkon-ID4uQYS,"Katowice | Dąb | Kawalerka 38,5 m² + Balkon",285 000 zł,"Dąb, Katowice, śląskie",38.63,1,1/4,wtórny,brak informacji,brak informacji,gazowe,brak informacji,pełna własność,brak informacji,prywatny,"balkon, garaż/miejsce parkingowe, piwnica, oddzielna kuchnia",7378,nie,cegła,plastikowe,kamienica,W trakcie realizacji / Zwolnione,monitoring / ochrona
https://www.otodom.pl/pl/oferta/katowice-ligota-ul-grzyski-ID4wCA3,"Katowice, Ligota, ul. Grzyśki",314 999 zł,"ul. Grzyśki, Załęska Hałda-Brynów, Katowice, śląskie",44.0,2,5/10,wtórny,1980,do zamieszkania,miejskie,880 zł,pełna własność,brak informacji,biuro nieruchomości,"balkon, piwnica, oddzielna kuchnia",7159,tak,wielka płyta,plastikowe,blok,B-,monitoring / ochrona
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-franciszkanskim-poludniu-ID4uLpg,3-pokojowe mieszkanie na Franciszkańskim Południu!,953 600 zł,"ul. Książęca, Ligota-Panewniki, Katowice, śląskie",64.0,3,parter/2,wtórny,2024,do zamieszkania,miejskie,brak informacji,brak informacji,brak informacji,prywatny,"taras, garaż/miejsce parkingowe, pom. użytkowe",14900,tak,brak informacji,plastikowe,apartamentowiec,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/ostatnie-m2-z-balkonem-koszutka-dab-ID4wCyN,⭐Ostatnie M2 Z Balkonem - Koszutka / Dąb,524 124 zł,"Dąb, Katowice, śląskie",48.34,3,1/4,wtórny,brak informacji,do wykończenia,brak informacji,0,brak informacji,2025-06-30,biuro nieruchomości,"balkon, garaż/miejsce parkingowe",10842,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/bez-prowizji-kamienica-taras-srodmiescie-ID4wCyM,⭐Bez Prowizji! Kamienica / Taras / Śródmieście⭐,799 000 zł,"Śródmieście, Katowice, śląskie",59.19,2,1/2,wtórny,1864,do zamieszkania,brak informacji,350 zł,pełna własność,2025-04-01,biuro nieruchomości,"balkon, taras, garaż/miejsce parkingowe, piwnica",13499,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/premium-penthouse-z-tarasem-bogucice-ID4wCyJ,⭐Premium Penthouse Z Tarasem / Bogucice⭐,1 263 360 zł,"Bogucice, Katowice, śląskie",90.24,4,9/9,pierwotny,brak informacji,do zamieszkania,brak informacji,0,pełna własność,2026-03-31,biuro nieruchomości,"balkon, ogródek, taras, garaż/miejsce parkingowe, pom. użytkowe",14000,nie,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji
